"","Game_ID","Patch_Version","Date","Map","Match_Type","Ranking_Type","Server_Type","Solo_Queue","Season_ID","Region","Limited_MM","Player_Type","Name","User_ID","Champion","Role","Forfeited","Group","User_Leave_Type","Left_During_Round","AFK_Detection","League","Division","Division_Rating","Total_Time_Played","Account_Level","Champion_Level","Champion_Time_Played","Round","Kills","Deaths","Assists","Damage","Damage_Received","Protection","Protection_Received","Control","Control_Received","Energy_Used","Energy_Gained","Abilities_Used","Num_Energy_Used","Orb_Kills","First_Orb","MVP","Round_Length","Round_Won","Total_Score","Highest_Score","Health_Shards","Energy_Shards","Time_Alive","Premade","Queue_Time","Ping","Avatar","Title","Outfit Rarity","Outfit","Attachment Rarity","Attachment","Pose Rarity","Pose","Mount Rarity","Mount","Battlerite 1","Battlerite 2","Battlerite 3","Battlerite 4","Battlerite 5","Battlerites","Team_Comp","Team_Roles","Enemy_Comp","Enemy_Roles","City","Latitude","Longitude","Region Group","Region_Clean"
"1","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","krOoze","929477099167813632","ALYSIA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",5,0,"200-500",208,21,"50-100",1,0,1,0,553,372,104,56,59,44,75,169,56,5,1,1,FALSE,97,0,716,0,2,0,72,0,140.37114,"20","Drop_40","The Lone Gunner","Common","DEFAULT OUTFIT","Epic","CRESCENT PALE STAFF","Rare","A GRACEFUL VICTORY","Epic","DESERT VULPIN","WINTRY BLAST","FIGURE SKATING","ARCTIC CLOAK","TWIRL","CRYOGENIC LANCE","WINTRY BLAST, FIGURE SKATING, ARCTIC CLOAK, TWIRL, CRYOGENIC LANCE","ALYSIA, JAMILA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"2","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","krOoze","929477099167813632","ALYSIA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",5,0,"200-500",208,21,"50-100",2,0,1,0,534,677.5,112,327.69998,95,102,150,191,59,6,0,1,FALSE,117,0,741,0,7,2,98,0,140.37114,"20","Drop_40","The Lone Gunner","Common","DEFAULT OUTFIT","Epic","CRESCENT PALE STAFF","Rare","A GRACEFUL VICTORY","Epic","DESERT VULPIN","WINTRY BLAST","FIGURE SKATING","ARCTIC CLOAK","TWIRL","CRYOGENIC LANCE","WINTRY BLAST, FIGURE SKATING, ARCTIC CLOAK, TWIRL, CRYOGENIC LANCE","ALYSIA, JAMILA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"3","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","krOoze","929477099167813632","ALYSIA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",5,0,"200-500",208,21,"50-100",3,0,1,0,345,269,26,41.5,15,39,50,109,39,3,1,1,FALSE,73,1,386,0,0,2,58,0,140.37114,"20","Drop_40","The Lone Gunner","Common","DEFAULT OUTFIT","Epic","CRESCENT PALE STAFF","Rare","A GRACEFUL VICTORY","Epic","DESERT VULPIN","WINTRY BLAST","FIGURE SKATING","ARCTIC CLOAK","TWIRL","CRYOGENIC LANCE","WINTRY BLAST, FIGURE SKATING, ARCTIC CLOAK, TWIRL, CRYOGENIC LANCE","ALYSIA, JAMILA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"4","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","krOoze","929477099167813632","ALYSIA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",5,0,"200-500",208,21,"50-100",4,2,0,0,636,389.1,136,210.2,56,31,225,225,73,6,0,0,FALSE,95,1,828,0,8,1,-496,0,140.37114,"20","Drop_40","The Lone Gunner","Common","DEFAULT OUTFIT","Epic","CRESCENT PALE STAFF","Rare","A GRACEFUL VICTORY","Epic","DESERT VULPIN","WINTRY BLAST","FIGURE SKATING","ARCTIC CLOAK","TWIRL","CRYOGENIC LANCE","WINTRY BLAST, FIGURE SKATING, ARCTIC CLOAK, TWIRL, CRYOGENIC LANCE","ALYSIA, JAMILA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"5","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","krOoze","929477099167813632","ALYSIA","RANGED",FALSE,1,"NORMAL",-1,FALSE,"Platinum",5,0,"200-500",208,21,"50-100",5,0,0,0,369,506,83,244.04999,22,104,50,67,38,2,0,0,FALSE,80,1,474,0,2,0,-631,0,140.37114,"20","Drop_40","The Lone Gunner","Common","DEFAULT OUTFIT","Epic","CRESCENT PALE STAFF","Rare","A GRACEFUL VICTORY","Epic","DESERT VULPIN","WINTRY BLAST","FIGURE SKATING","ARCTIC CLOAK","TWIRL","CRYOGENIC LANCE","WINTRY BLAST, FIGURE SKATING, ARCTIC CLOAK, TWIRL, CRYOGENIC LANCE","ALYSIA, JAMILA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"6","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","giniermo","929006271292690432","JAMILA","MELEE",FALSE,2,"NORMAL",-1,FALSE,"Platinum",5,82,"50-100",85,18,"10-50",1,0,1,0,652.94934,445,107,197.5,90,88,175,271,93,3,2,1,FALSE,97,0,849.94934,1,5,3,96,0,4.142187,"40","Progression_Stalker","Contender","Common","DEFAULT OUTFIT","Legendary","TWINBLADES OF THE MATRIARCH","Rare","FOCUS","Epic","STOIC GRYPHON","TASTE OF BLOOD","QUICK STRIKE","PHANTOM BLADES","MOMENTUM STRIKE","GO FOR THE THROAT","TASTE OF BLOOD, QUICK STRIKE, PHANTOM BLADES, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, ALYSIA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"7","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","giniermo","929006271292690432","JAMILA","MELEE",FALSE,2,"NORMAL",-1,FALSE,"Platinum",5,82,"50-100",85,18,"10-50",2,0,1,0,699.3286,376,72,151,39,115,150,179,75,2,2,1,FALSE,117,0,810.3286,0,0,2,73,0,4.142187,"40","Progression_Stalker","Contender","Common","DEFAULT OUTFIT","Legendary","TWINBLADES OF THE MATRIARCH","Rare","FOCUS","Epic","STOIC GRYPHON","TASTE OF BLOOD","QUICK STRIKE","PHANTOM BLADES","MOMENTUM STRIKE","GO FOR THE THROAT","TASTE OF BLOOD, QUICK STRIKE, PHANTOM BLADES, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, ALYSIA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"8","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","giniermo","929006271292690432","JAMILA","MELEE",FALSE,2,"NORMAL",-1,FALSE,"Platinum",5,82,"50-100",85,18,"10-50",3,3,0,0,585.88666,269,118,199,48,67,225,240,63,1,1,1,FALSE,73,1,751.88666,0,0,0,-384,0,4.142187,"40","Progression_Stalker","Contender","Common","DEFAULT OUTFIT","Legendary","TWINBLADES OF THE MATRIARCH","Rare","FOCUS","Epic","STOIC GRYPHON","TASTE OF BLOOD","QUICK STRIKE","PHANTOM BLADES","MOMENTUM STRIKE","GO FOR THE THROAT","TASTE OF BLOOD, QUICK STRIKE, PHANTOM BLADES, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, ALYSIA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"9","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","giniermo","929006271292690432","JAMILA","MELEE",FALSE,2,"NORMAL",-1,FALSE,"Platinum",5,82,"50-100",85,18,"10-50",4,0,0,0,812.67413,470,74,241,109,213,125,225,75,1,2,0,FALSE,95,1,995.67413,0,1,2,-496,0,4.142187,"40","Progression_Stalker","Contender","Common","DEFAULT OUTFIT","Legendary","TWINBLADES OF THE MATRIARCH","Rare","FOCUS","Epic","STOIC GRYPHON","TASTE OF BLOOD","QUICK STRIKE","PHANTOM BLADES","MOMENTUM STRIKE","GO FOR THE THROAT","TASTE OF BLOOD, QUICK STRIKE, PHANTOM BLADES, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, ALYSIA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
"10","26D095537A52458887A82D2A6DC14A56",67104,"2019-07-12","MOUNT ARAZ - NIGHT","LEAGUE3V3","RANKED","Solo Queue",1,14,"EU West",0,"PLAYER","giniermo","929006271292690432","JAMILA","MELEE",FALSE,2,"NORMAL",-1,FALSE,"Platinum",5,82,"50-100",85,18,"10-50",5,1,0,0,590.94495,321,98,169.5,50,65,75,132,78,3,0,0,FALSE,80,1,738.94495,0,0,0,-631,0,4.142187,"40","Progression_Stalker","Contender","Common","DEFAULT OUTFIT","Legendary","TWINBLADES OF THE MATRIARCH","Rare","FOCUS","Epic","STOIC GRYPHON","TASTE OF BLOOD","QUICK STRIKE","PHANTOM BLADES","MOMENTUM STRIKE","GO FOR THE THROAT","TASTE OF BLOOD, QUICK STRIKE, PHANTOM BLADES, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, ALYSIA, OLDUR","MELEE RANGED SUPPORT","SHEN RAO, RAIGON, BLOSSOM","MELEE RANGED SUPPORT","Luxembourg",49.6116,6.1319,"Europe","EU West"
