"","Game_ID","Patch_Version","Date","Map","Match_Type","Ranking_Type","Server_Type","Solo_Queue","Season_ID","Region","Limited_MM","Player_Type","Name","User_ID","Champion","Role","Forfeited","Group","User_Leave_Type","Left_During_Round","AFK_Detection","League","Division","Division_Rating","Total_Time_Played","Account_Level","Champion_Level","Champion_Time_Played","Round","Kills","Deaths","Assists","Damage","Damage_Received","Protection","Protection_Received","Control","Control_Received","Energy_Used","Energy_Gained","Abilities_Used","Num_Energy_Used","Orb_Kills","First_Orb","MVP","Round_Length","Round_Won","Total_Score","Highest_Score","Health_Shards","Energy_Shards","Time_Alive","Premade","Queue_Time","Ping","Avatar","Title","Outfit Rarity","Outfit","Attachment Rarity","Attachment","Pose Rarity","Pose","Mount Rarity","Mount","Battlerite 1","Battlerite 2","Battlerite 3","Battlerite 4","Battlerite 5","Battlerites","Team_Comp","Team_Roles","Enemy_Comp","Enemy_Roles","City","Latitude","Longitude","Region Group","Region_Clean"
"1","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Streev","949493290376560640","THORN","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",13,1,"Under 10",1,2,0,0,318.5,291.3672,69.65,62.75,49,29,100,131,40,0,0,1,FALSE,54,1,437.15,0,0,0,-105,1,282.79495,"20","Drop_31","Contender","Rare","FOREST RAGS","Epic","VENOMOUS GRIP","Rare","SEED OF CORRUPTION","Legendary","THE WINTER GIFT","LURKER","GROUNDING GRASP","REGROWTH","PARASITIC STEMS","SINISTER SAP","LURKER, GROUNDING GRASP, REGROWTH, PARASITIC STEMS, SINISTER SAP","THORN, JAMILA, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"2","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Streev","949493290376560640","THORN","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",13,1,"Under 10",2,0,1,0,204,331,59.2,22,51,9,25,79,24,1,0,0,FALSE,70,0,314.2,0,0,0,30,1,282.79495,"20","Drop_31","Contender","Rare","FOREST RAGS","Epic","VENOMOUS GRIP","Rare","SEED OF CORRUPTION","Legendary","THE WINTER GIFT","LURKER","GROUNDING GRASP","REGROWTH","PARASITIC STEMS","SINISTER SAP","LURKER, GROUNDING GRASP, REGROWTH, PARASITIC STEMS, SINISTER SAP","THORN, JAMILA, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"3","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Streev","949493290376560640","THORN","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",13,1,"Under 10",3,0,1,0,145,356.125,65.305,23.375,24,47,0,60,21,0,0,0,FALSE,100,0,234.305,0,0,0,30,1,282.79495,"20","Drop_31","Contender","Rare","FOREST RAGS","Epic","VENOMOUS GRIP","Rare","SEED OF CORRUPTION","Legendary","THE WINTER GIFT","LURKER","GROUNDING GRASP","REGROWTH","PARASITIC STEMS","SINISTER SAP","LURKER, GROUNDING GRASP, REGROWTH, PARASITIC STEMS, SINISTER SAP","THORN, JAMILA, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"4","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Streev","949493290376560640","THORN","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",13,1,"Under 10",4,0,1,0,318,362.8015,89.08,31,64,22,50,98,31,2,0,0,FALSE,68,0,471.08,0,0,2,48,1,282.79495,"20","Drop_31","Contender","Rare","FOREST RAGS","Epic","VENOMOUS GRIP","Rare","SEED OF CORRUPTION","Legendary","THE WINTER GIFT","LURKER","GROUNDING GRASP","REGROWTH","PARASITIC STEMS","SINISTER SAP","LURKER, GROUNDING GRASP, REGROWTH, PARASITIC STEMS, SINISTER SAP","THORN, JAMILA, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"5","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Ðave","947304570596556800","JAMILA","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",14,0,"Under 10",1,1,0,0,280.4588,195,27,28,25,21,0,100,47,0,1,1,FALSE,54,1,332.4588,0,0,2,-105,1,282.79495,"20","Christmas_12","Contender","Rare","CHARTREUSE","Common","CYAN BLADES","Common","DEFAULT POSE","Rare","FLIGHT OF THE SCARAB","DEADLY STAR","CRIPPLE","DRAWING BLOOD","MOMENTUM STRIKE","GO FOR THE THROAT","DEADLY STAR, CRIPPLE, DRAWING BLOOD, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, THORN, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"6","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Ðave","947304570596556800","JAMILA","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",14,0,"Under 10",2,0,1,0,194.73358,264,0,24,32,37,0,80,24,0,0,0,FALSE,70,0,226.73358,0,2,2,42,1,282.79495,"20","Christmas_12","Contender","Rare","CHARTREUSE","Common","CYAN BLADES","Common","DEFAULT POSE","Rare","FLIGHT OF THE SCARAB","DEADLY STAR","CRIPPLE","DRAWING BLOOD","MOMENTUM STRIKE","GO FOR THE THROAT","DEADLY STAR, CRIPPLE, DRAWING BLOOD, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, THORN, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"7","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Ðave","947304570596556800","JAMILA","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",14,0,"Under 10",3,0,1,0,303,271,21,24,39,15,0,100,38,0,0,0,FALSE,100,0,363,0,2,0,42,1,282.79495,"20","Christmas_12","Contender","Rare","CHARTREUSE","Common","CYAN BLADES","Common","DEFAULT POSE","Rare","FLIGHT OF THE SCARAB","DEADLY STAR","CRIPPLE","DRAWING BLOOD","MOMENTUM STRIKE","GO FOR THE THROAT","DEADLY STAR, CRIPPLE, DRAWING BLOOD, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, THORN, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"8","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","Ðave","947304570596556800","JAMILA","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",14,0,"Under 10",4,0,1,0,167,319,21,49,71,31,25,53,34,1,0,0,FALSE,68,0,259,0,3,0,67,1,282.79495,"20","Christmas_12","Contender","Rare","CHARTREUSE","Common","CYAN BLADES","Common","DEFAULT POSE","Rare","FLIGHT OF THE SCARAB","DEADLY STAR","CRIPPLE","DRAWING BLOOD","MOMENTUM STRIKE","GO FOR THE THROAT","DEADLY STAR, CRIPPLE, DRAWING BLOOD, MOMENTUM STRIKE, GO FOR THE THROAT","JAMILA, THORN, ROOK","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"9","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","GoldenSon","1150586432864272384","ROOK","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",0,0,"Under 10",1,0,0,0,417.98334,202.36719,31.25,15,91,31,25,125,50,2,0,1,TRUE,54,1,540.23334,1,0,0,-105,1,282.79495,"20","Drop_08","Contender","Common","DEFAULT OUTFIT","Common","DEFAULT WEAPON","Common","DEFAULT POSE","Common","RAM","ROOK SMASH","CRAG","FRENZY","GIANT","PUMMEL RUSH","ROOK SMASH, CRAG, FRENZY, GIANT, PUMMEL RUSH","ROOK, THORN, JAMILA","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
"10","C757CA59776D45FB9E1DA92F2B0B0A52",67104,"2019-07-15","SKY RING - NIGHT","LEAGUE3V3","RANKED","3V3",0,14,"US Southeast",0,"PLAYER","GoldenSon","1150586432864272384","ROOK","MELEE",FALSE,1,"NORMAL",-1,FALSE,"Bronze",3,19,"Under 10",0,0,"Under 10",2,1,1,0,406,341,48.5,24,51,29,100,100,51,0,0,0,FALSE,70,0,505.5,0,2,0,69,1,282.79495,"20","Drop_08","Contender","Common","DEFAULT OUTFIT","Common","DEFAULT WEAPON","Common","DEFAULT POSE","Common","RAM","ROOK SMASH","CRAG","FRENZY","GIANT","PUMMEL RUSH","ROOK SMASH, CRAG, FRENZY, GIANT, PUMMEL RUSH","ROOK, THORN, JAMILA","MELEE MELEE MELEE","TAYA, ASHKA, SIRIUS","RANGED RANGED SUPPORT","Atlanta",33.7537,-84.3863,"USA","US Southeast"
